TABLE NO.     4: MCMC Bayesian Analysis: Goal Function=AVERAGE VALUE OF LIKELIHOOD FUNCTION: Problem=1 Subproblem=0 Superproblem1=0 Iteration1=0 Superproblem2=0 Iteration2=0
 ITERATION    THETA1       THETA2       THETA3       THETA4       SIGMA(1,1)   OMEGA(1,1)   OMEGA(2,1)   OMEGA(2,2)   OMEGA(3,1)   OMEGA(3,2)   OMEGA(3,3)   OMEGA(4,1)   OMEGA(4,2)   OMEGA(4,3)   OMEGA(4,4)   MCMCOBJ
        -9917  1.69350E+00  1.54189E+00  6.77608E-01  2.32967E+00  6.67164E-02  1.46819E-01 -3.45452E-02  1.48225E-01 -2.99698E-03 -3.12120E-02  1.24671E-01 -3.26518E-02 -2.13619E-02  9.81975E-03  1.65043E-01   -2304.94234232310
        -9916  1.69215E+00  1.56040E+00  7.15546E-01  2.31082E+00  6.90811E-02  1.14442E-01 -2.73489E-02  1.33689E-01  4.81770E-03 -2.16317E-02  1.01857E-01 -2.82562E-02 -1.45414E-02  3.09910E-03  1.41743E-01   -2333.49295827493
        -9915  1.66876E+00  1.62683E+00  7.58175E-01  2.42346E+00  6.60284E-02  1.23940E-01 -3.14774E-02  1.47432E-01 -1.33356E-02 -1.39186E-03  1.27496E-01 -2.08634E-02 -3.13872E-02  2.78123E-03  1.29717E-01   -2363.02736973476
        -9914  1.71636E+00  1.51426E+00  7.96428E-01  2.36963E+00  6.51288E-02  1.43048E-01 -4.24629E-02  1.52305E-01  1.31889E-02 -2.26350E-02  9.16050E-02 -1.58033E-02 -2.70461E-02 -2.56679E-02  1.88390E-01   -2350.93102810100
        -9913  1.65529E+00  1.58972E+00  8.10806E-01  2.42559E+00  6.18650E-02  1.52188E-01 -6.90533E-02  1.88825E-01  1.82822E-02 -5.05538E-02  8.57788E-02 -1.86747E-02 -1.05340E-02  7.20599E-03  1.56774E-01   -2323.34613260986
        -9912  1.71369E+00  1.54406E+00  8.07696E-01  2.42824E+00  6.42301E-02  1.79367E-01 -4.97571E-02  1.50527E-01  3.49355E-03 -3.61981E-02  7.95274E-02 -1.94133E-02 -1.88694E-02  1.09914E-02  1.53770E-01   -2336.42606970222
        -9911  1.64420E+00  1.61801E+00  8.00667E-01  2.44519E+00  6.03507E-02  2.16208E-01  1.51946E-03  1.35468E-01  1.37307E-03 -1.80921E-02  8.21705E-02 -3.28938E-02 -5.08110E-03 -2.03672E-03  1.55178E-01   -2375.70075347550
        -9910  1.69153E+00  1.66290E+00  8.18694E-01  2.44709E+00  5.60697E-02  1.58558E-01 -1.44174E-02  1.52321E-01 -3.24854E-03 -4.15396E-03  7.85497E-02  2.61061E-03 -6.99747E-03 -2.31329E-02  1.67340E-01   -2372.98783020126
        -9909  1.65227E+00  1.55501E+00  8.15914E-01  2.49842E+00  5.97707E-02  1.77178E-01  1.44488E-02  1.71660E-01  3.35142E-02 -2.43229E-02  1.26257E-01 -9.50870E-03  2.16939E-02 -3.04351E-02  1.53108E-01   -2363.39161613736
        -9908  1.70356E+00  1.63374E+00  8.15467E-01  2.43832E+00  5.66602E-02  2.38520E-01  1.96901E-02  1.67552E-01  2.50048E-02 -3.63822E-02  1.19398E-01  8.63578E-03  2.96676E-02 -3.81906E-02  1.56857E-01   -2337.01989228581
        -9907  1.65723E+00  1.54595E+00  7.75611E-01  2.31269E+00  6.20222E-02  2.41922E-01 -4.29224E-02  1.53691E-01  2.52221E-02 -4.24318E-02  1.09307E-01  4.10547E-02 -7.78557E-03 -1.65696E-02  1.37658E-01   -2280.97509883548
        -9906  1.58018E+00  1.51634E+00  7.17272E-01  2.38667E+00  7.22657E-02  1.61239E-01 -3.08889E-02  1.53447E-01  2.03868E-02 -3.16026E-02  9.52677E-02 -1.33925E-02  1.36463E-02 -6.99689E-03  1.20740E-01   -2297.02491494805
        -9905  1.68271E+00  1.52605E+00  6.76924E-01  2.29766E+00  6.17730E-02  1.71609E-01 -4.74775E-03  1.77847E-01  4.15156E-02 -3.13338E-02  1.05135E-01 -2.41058E-02 -8.99362E-03  6.70615E-03  1.27880E-01   -2303.02373624563
        -9904  1.56157E+00  1.62160E+00  6.46454E-01  2.30223E+00  7.03892E-02  1.29748E-01  2.97607E-02  1.51388E-01  8.86819E-03 -1.27966E-02  9.50577E-02 -3.13404E-02 -4.12479E-02  1.50968E-02  2.08193E-01   -2279.39997068987
        -9903  1.65440E+00  1.57134E+00  7.15726E-01  2.29699E+00  6.02812E-02  1.69611E-01  3.13278E-02  1.40318E-01  8.00583E-03 -4.54382E-03  1.04492E-01 -8.54754E-03  1.31421E-02  2.54550E-02  1.72407E-01   -2314.56004903606
        -9902  1.68059E+00  1.61591E+00  7.38920E-01  2.27930E+00  5.77848E-02  1.98983E-01  1.97041E-02  1.44489E-01  2.34960E-02 -3.91069E-02  1.40354E-01 -4.45543E-03  6.10365E-03  3.01404E-02  1.32232E-01   -2303.17821341300
        -9901  1.57187E+00  1.64281E+00  6.64547E-01  2.30905E+00  5.77975E-02  2.07676E-01  1.87979E-03  1.62602E-01  4.20718E-02 -6.34728E-02  1.52091E-01  2.95003E-02  1.21847E-02  5.01272E-02  1.69136E-01   -2267.46046429968
        -9900  1.60403E+00  1.55091E+00  7.38222E-01  2.32985E+00  5.10313E-02  2.19397E-01  2.96339E-02  1.52173E-01 -1.45955E-02  2.54195E-03  1.31115E-01  1.94967E-02  7.25987E-03  2.47827E-02  1.48881E-01   -2315.86368845333
        -9899  1.67903E+00  1.60779E+00  7.82377E-01  2.29954E+00  5.42342E-02  1.88075E-01  1.08160E-02  1.83932E-01  1.57633E-02  4.35306E-03  1.29126E-01 -2.82764E-02  1.08379E-02  2.77240E-02  1.53638E-01   -2343.35390544537
        -9898  1.58396E+00  1.53886E+00  8.00787E-01  2.45019E+00  6.14347E-02  1.68154E-01  2.83972E-02  1.43132E-01 -3.95258E-02 -5.68751E-02  1.73560E-01 -2.47976E-02 -2.68030E-02  3.56031E-02  1.64592E-01   -2318.14953516626
        -9897  1.60763E+00  1.56165E+00  8.36302E-01  2.31815E+00  5.32182E-02  1.50438E-01  1.05050E-02  1.68454E-01 -3.87068E-02 -6.61433E-02  2.24780E-01 -3.66254E-02 -2.25947E-02  6.24346E-02  1.93073E-01   -2351.56069310192
        -9896  1.59399E+00  1.59710E+00  7.50871E-01  2.36522E+00  5.41535E-02  1.61532E-01 -3.23074E-02  1.48376E-01 -2.88885E-03  3.12553E-03  1.74236E-01 -3.32566E-02  1.26833E-03  7.49067E-03  1.30201E-01   -2289.88430917462
        -9895  1.52725E+00  1.55322E+00  7.74880E-01  2.33966E+00  5.94800E-02  1.54114E-01  1.05552E-02  1.67557E-01 -1.48896E-02 -3.68358E-03  1.77331E-01 -4.34222E-02  9.71920E-03  3.34352E-02  1.53856E-01   -2265.95371211342
        -9894  1.59147E+00  1.56948E+00  7.19331E-01  2.27308E+00  5.81723E-02  1.44979E-01 -8.20319E-03  2.20581E-01 -1.99580E-02 -2.08341E-02  1.50123E-01 -5.46975E-03  1.57661E-02  2.33052E-02  1.64450E-01   -2271.90768825944
        -9893  1.65923E+00  1.59050E+00  7.66221E-01  2.31652E+00  5.65855E-02  1.27926E-01 -2.86278E-03  1.81901E-01 -2.34145E-02  1.96001E-02  1.64669E-01 -9.56560E-03 -1.17408E-02  1.66215E-02  1.75867E-01   -2342.13513857811
        -9892  1.64189E+00  1.50298E+00  8.22000E-01  2.42210E+00  5.60889E-02  1.46699E-01  9.29490E-03  1.43566E-01 -1.33024E-03  9.02225E-03  1.91874E-01 -2.09094E-02  1.95004E-05  3.58274E-02  1.39733E-01   -2329.68416939741
        -9891  1.63424E+00  1.50497E+00  7.73728E-01  2.31182E+00  5.68415E-02  1.77509E-01 -3.27316E-03  1.47091E-01 -2.17613E-02  8.94021E-03  1.48716E-01 -3.45355E-02 -1.33658E-02  3.83090E-02  1.47296E-01   -2345.27576844825
        -9890  1.65792E+00  1.57241E+00  6.96538E-01  2.25928E+00  6.41968E-02  2.19752E-01 -1.98057E-02  1.11208E-01 -2.32610E-02 -1.21723E-02  2.05272E-01 -9.59068E-02  9.60231E-03  3.36735E-02  1.32212E-01   -2310.62950428753
        -9889  1.61526E+00  1.49490E+00  7.73643E-01  2.30613E+00  6.27965E-02  1.85761E-01  2.12857E-02  2.02389E-01 -2.51488E-02  3.98500E-02  1.85659E-01 -7.65624E-02  6.04558E-03  3.89830E-02  1.37595E-01   -2284.09549668026
        -9888  1.55590E+00  1.48379E+00  8.02843E-01  2.33463E+00  5.59119E-02  1.36597E-01 -2.85667E-03  1.71683E-01 -4.90615E-03 -2.74243E-02  2.83752E-01 -3.96216E-02  1.71547E-02  1.85060E-02  1.17413E-01   -2263.16100562528
        -9887  1.71088E+00  1.42829E+00  7.41576E-01  2.28864E+00  5.52327E-02  1.44876E-01 -1.62973E-02  1.92610E-01  1.51498E-02  1.63331E-02  2.30470E-01 -2.22619E-02  1.68700E-02  2.25007E-02  1.22965E-01   -2374.09863672430
        -9886  1.57544E+00  1.55859E+00  7.82746E-01  2.34040E+00  5.18290E-02  1.40087E-01 -4.22131E-02  1.86872E-01 -3.32118E-02  9.16650E-03  2.25139E-01 -9.79626E-03  3.19026E-02  4.72124E-02  1.69870E-01   -2376.56778768032
        -9885  1.66776E+00  1.51916E+00  6.72822E-01  2.22615E+00  5.16131E-02  1.12602E-01 -4.44073E-02  1.88459E-01 -1.06955E-03 -2.89188E-02  1.88251E-01 -1.73775E-02  2.60547E-02  4.89116E-02  1.54356E-01   -2343.25747746592
        -9884  1.56846E+00  1.59521E+00  7.36103E-01  2.29411E+00  5.69907E-02  1.23622E-01 -2.90159E-02  1.72146E-01  7.08527E-03 -1.20056E-02  1.40834E-01 -2.25647E-02 -2.56456E-03  2.04768E-02  1.32931E-01   -2305.85622404487
        -9883  1.67439E+00  1.59033E+00  6.73500E-01  2.24084E+00  5.92541E-02  2.05660E-01 -3.21233E-02  1.63993E-01 -3.08609E-03 -1.87324E-02  1.59102E-01 -3.23672E-02 -1.57649E-02  3.76534E-02  1.73916E-01   -2324.40726509360
        -9882  1.55106E+00  1.66045E+00  7.56034E-01  2.21834E+00  5.76251E-02  1.80530E-01 -9.23191E-05  1.68129E-01 -1.38904E-02 -3.95975E-02  1.44435E-01 -5.04625E-02  1.25415E-02  2.00679E-02  1.26992E-01   -2237.78888207291
        -9881  1.63940E+00  1.59087E+00  7.15332E-01  2.30970E+00  6.36197E-02  1.60596E-01  2.37160E-02  1.59489E-01  1.83789E-02 -2.97709E-02  1.73291E-01 -2.25081E-02  1.86013E-02  1.91077E-02  1.52170E-01   -2303.20030911823
        -9880  1.58038E+00  1.68509E+00  6.43346E-01  2.34361E+00  6.35811E-02  1.93863E-01  4.18998E-03  1.44137E-01  1.69170E-02 -1.52882E-02  1.53641E-01 -3.24011E-02  1.24350E-02 -1.34879E-02  1.32953E-01   -2305.13901209278
        -9879  1.60088E+00  1.58569E+00  6.72194E-01  2.31314E+00  6.04949E-02  1.43773E-01  1.15465E-02  1.19764E-01  1.07027E-02 -2.22625E-02  1.50976E-01 -2.40527E-02 -1.16820E-02  8.54607E-03  1.48207E-01   -2260.58195827521
        -9878  1.59075E+00  1.50397E+00  7.00884E-01  2.23791E+00  6.34447E-02  1.41789E-01 -1.15564E-02  1.90533E-01  1.83382E-02 -4.61059E-02  1.76723E-01 -2.02225E-02 -7.54760E-03  3.59557E-02  1.47540E-01   -2271.49779121213
        -9877  1.70102E+00  1.46911E+00  6.80446E-01  2.31622E+00  6.28833E-02  1.39657E-01 -1.07993E-02  1.45895E-01 -3.34845E-03 -3.25308E-02  2.08066E-01 -4.68185E-03 -1.55341E-02  6.45040E-02  1.78455E-01   -2306.30407071095
        -9876  1.57711E+00  1.55492E+00  7.09916E-01  2.34253E+00  5.82326E-02  1.52320E-01 -1.86110E-02  1.33324E-01  1.25097E-02 -4.58408E-02  1.63821E-01  7.49154E-03 -3.30649E-02  5.62659E-02  2.05920E-01   -2302.69023443759
        -9875  1.64788E+00  1.54136E+00  7.57627E-01  2.35986E+00  6.49625E-02  1.34098E-01 -4.68948E-02  1.90678E-01  1.04352E-02 -1.30583E-02  1.63518E-01 -1.87984E-03 -1.06538E-03  3.15702E-02  2.00050E-01   -2288.50819464275
        -9874  1.59114E+00  1.54896E+00  7.93447E-01  2.39335E+00  6.24077E-02  1.72550E-01 -9.03796E-03  1.58828E-01  1.08520E-02 -2.60309E-02  1.64969E-01  2.54785E-02  1.27266E-02  6.72110E-02  2.60321E-01   -2250.87350482927
        -9873  1.70641E+00  1.54924E+00  7.09055E-01  2.35371E+00  6.32301E-02  1.48253E-01 -1.53390E-02  1.16562E-01 -7.61232E-03 -8.98522E-03  1.48704E-01 -7.50387E-03  3.24493E-02  6.54063E-02  2.92486E-01   -2272.67037599928
        -9872  1.63504E+00  1.50590E+00  7.86477E-01  2.32350E+00  7.01752E-02  1.25162E-01  7.38819E-03  1.08884E-01  1.54329E-03  1.35588E-03  1.44429E-01 -1.35179E-02  2.93253E-02  6.11349E-02  1.96801E-01   -2285.36405337446
        -9871  1.66506E+00  1.55459E+00  6.79902E-01  2.31386E+00  5.40434E-02  1.60687E-01 -1.40934E-02  1.57713E-01 -3.10100E-03  5.11216E-02  1.63848E-01 -1.74196E-02  2.37621E-02  5.68262E-02  1.75411E-01   -2301.87065091206
        -9870  1.62431E+00  1.51222E+00  7.25999E-01  2.28957E+00  5.91669E-02  1.61324E-01 -2.01231E-02  2.04389E-01 -5.19894E-02  5.73734E-02  2.02167E-01 -3.23242E-02  3.77366E-02  2.89492E-02  1.81050E-01   -2258.12060946193
        -9869  1.51531E+00  1.58985E+00  6.81237E-01  2.36915E+00  5.81549E-02  1.94881E-01 -2.87566E-02  1.64104E-01 -2.40854E-03  1.03442E-02  1.59036E-01  2.23500E-02  5.52062E-03  2.66906E-02  2.01518E-01   -2307.57332601241
        -9868  1.60955E+00  1.58200E+00  7.39050E-01  2.42613E+00  5.35474E-02  1.75062E-01 -2.73507E-02  1.61974E-01  3.81293E-02 -5.72857E-02  2.10918E-01 -4.08807E-02 -8.44004E-03  3.67071E-02  2.18541E-01   -2292.69910006935
        -9867  1.66847E+00  1.50450E+00  7.09002E-01  2.34992E+00  6.01955E-02  1.33741E-01 -8.40080E-03  1.60356E-01  3.54731E-03 -3.14253E-02  1.48309E-01 -1.21191E-03  9.52094E-03  5.56311E-02  1.69383E-01   -2305.90876476592
        -9866  1.63420E+00  1.53475E+00  7.19454E-01  2.28448E+00  5.28726E-02  1.82763E-01 -1.64896E-02  1.63461E-01  2.80126E-03 -3.44903E-02  1.60406E-01  1.63175E-02 -3.82126E-02  7.28413E-02  2.81111E-01   -2295.01585073498
        -9865  1.68231E+00  1.53782E+00  7.31642E-01  2.29138E+00  6.17497E-02  1.72314E-01  9.10755E-03  1.25226E-01  6.71489E-02 -9.15558E-03  2.23064E-01  1.27605E-02  3.55756E-02  4.69995E-02  1.71557E-01   -2308.30381765359
        -9864  1.64276E+00  1.59659E+00  7.74582E-01  2.35266E+00  6.01210E-02  1.63224E-01 -7.88557E-03  1.24611E-01  3.92740E-02 -3.13630E-02  1.45178E-01  2.86431E-02  3.06172E-02  2.14479E-02  1.83807E-01   -2267.32072615938
        -9863  1.65488E+00  1.53753E+00  8.21125E-01  2.35176E+00  5.76266E-02  1.75757E-01 -1.30597E-02  2.14700E-01  4.20676E-02 -5.76124E-02  1.77382E-01 -8.35016E-03  4.86558E-02  2.91787E-02  1.62890E-01   -2292.52052718505
        -9862  1.65094E+00  1.59569E+00  8.73484E-01  2.42925E+00  6.13168E-02  2.26428E-01 -3.55947E-02  1.58841E-01  1.12395E-02 -4.20589E-04  1.69797E-01 -5.61945E-02  6.69816E-02  3.47833E-02  2.06163E-01   -2268.90051867028
        -9861  1.58075E+00  1.60022E+00  8.15328E-01  2.43124E+00  6.05420E-02  1.68211E-01 -1.46201E-02  1.51105E-01  2.20974E-02  3.89728E-02  1.79785E-01 -4.18048E-02  4.41957E-02  8.48792E-02  1.98815E-01   -2328.21712270295
        -9860  1.67520E+00  1.55400E+00  8.26202E-01  2.39497E+00  5.10999E-02  1.99356E-01 -5.77988E-02  2.00790E-01  2.44075E-02  4.16829E-02  1.80090E-01 -1.02424E-02  6.66063E-02  7.63505E-02  1.96191E-01   -2348.24460767445
        -9859  1.61545E+00  1.53970E+00  7.79311E-01  2.33500E+00  4.91504E-02  1.50433E-01 -5.20608E-02  1.61694E-01  4.50388E-03  2.67643E-03  1.59890E-01 -4.34199E-02  3.75660E-02  5.91557E-02  2.06575E-01   -2372.66865061486
        -9858  1.58872E+00  1.58812E+00  6.64038E-01  2.40314E+00  4.70989E-02  1.53274E-01 -3.89532E-02  1.57824E-01  2.09109E-02 -2.63138E-02  1.69843E-01  1.38943E-03  8.84221E-03  3.29249E-02  1.41660E-01   -2380.93698358524
        -9857  1.52510E+00  1.51785E+00  7.74704E-01  2.37835E+00  5.25412E-02  1.44964E-01 -1.43491E-02  1.23664E-01  1.33453E-02 -5.26514E-02  2.12312E-01  2.33167E-02 -2.66972E-02 -4.28515E-03  2.18908E-01   -2329.74147398431
        -9856  1.60047E+00  1.50585E+00  7.72490E-01  2.38148E+00  6.03497E-02  1.46112E-01 -2.73914E-02  1.03612E-01  1.80022E-02  5.10191E-03  2.15627E-01  1.96345E-02  9.14810E-03  1.91724E-02  1.38551E-01   -2319.06704001829
        -9855  1.69481E+00  1.54995E+00  6.97518E-01  2.28155E+00  5.48924E-02  2.28133E-01  6.31152E-03  1.16019E-01  4.19754E-02  3.86049E-02  1.86595E-01  9.18671E-04  2.17077E-02  2.83539E-02  1.39049E-01   -2278.34151154564
        -9854  1.62088E+00  1.55788E+00  7.35809E-01  2.29547E+00  6.30104E-02  1.72116E-01  2.47650E-02  1.53892E-01  7.01352E-02  8.62124E-02  2.52136E-01  9.33752E-03  2.14942E-02  1.64871E-02  2.05924E-01   -2284.01458557723
        -9853  1.71132E+00  1.52379E+00  6.47798E-01  2.35381E+00  5.71623E-02  1.60007E-01  1.10311E-02  1.69472E-01  4.80195E-02  6.39752E-02  2.07070E-01 -1.42323E-02  5.07796E-02  2.65201E-02  2.79868E-01   -2287.02010996571
        -9852  1.59982E+00  1.51306E+00  6.24625E-01  2.38792E+00  5.13347E-02  1.67656E-01  4.73795E-03  1.42861E-01  1.87066E-02  5.08748E-02  1.57351E-01 -2.43483E-02  3.23126E-02 -5.70460E-03  1.79738E-01   -2375.07381296807
        -9851  1.61397E+00  1.48403E+00  7.17225E-01  2.35037E+00  5.32313E-02  2.31593E-01 -1.80410E-02  1.33733E-01  4.45395E-02  3.71281E-02  1.82180E-01 -4.46546E-02  3.94244E-02  1.16783E-02  1.68735E-01   -2375.45559011765
        -9850  1.53310E+00  1.63221E+00  8.59761E-01  2.38191E+00  5.23249E-02  1.89165E-01  2.11333E-04  1.28701E-01  3.44597E-03  7.12418E-02  2.20906E-01 -2.76829E-02  4.55695E-02  6.64971E-02  2.33811E-01   -2278.61554837733
        -9849  1.66359E+00  1.55413E+00  8.54811E-01  2.33482E+00  5.70186E-02  1.92614E-01  6.90698E-03  1.24275E-01  1.14181E-02  2.00871E-02  1.83437E-01  4.85738E-03  2.54905E-02  4.09778E-02  1.65294E-01   -2304.26582945952
        -9848  1.69637E+00  1.46512E+00  8.82432E-01  2.43572E+00  6.68421E-02  1.75319E-01  1.61427E-02  1.18919E-01  4.11915E-02  2.07097E-02  1.91748E-01 -9.84566E-03  3.01733E-02 -9.29438E-03  8.84022E-02   -2298.97305567362
        -9847  1.65407E+00  1.50690E+00  8.44056E-01  2.42411E+00  6.99190E-02  1.66642E-01 -2.82323E-03  9.93369E-02  1.75624E-02  3.68829E-02  2.17122E-01  1.45863E-02  2.11849E-02  1.90263E-02  1.44065E-01   -2278.13202685849
        -9846  1.68617E+00  1.56450E+00  8.67569E-01  2.39913E+00  6.80832E-02  1.61184E-01 -1.70654E-02  1.09431E-01  3.49304E-03  2.77044E-02  2.17517E-01 -3.35333E-02  2.56078E-02  1.99833E-02  1.32703E-01   -2308.77313914020
        -9845  1.72480E+00  1.56980E+00  8.03776E-01  2.34674E+00  6.31070E-02  2.67358E-01 -4.55162E-02  1.21224E-01  5.69973E-02 -1.11805E-03  1.83529E-01 -3.33097E-02  1.24961E-02 -5.33315E-03  1.12848E-01   -2279.38989531745
        -9844  1.58928E+00  1.56722E+00  7.83633E-01  2.34644E+00  6.37752E-02  2.15957E-01 -1.70051E-02  1.30388E-01 -5.90301E-05 -7.25951E-04  1.76947E-01  7.62249E-03  2.62605E-03  5.73502E-03  1.21837E-01   -2274.12322541153
        -9843  1.55000E+00  1.50750E+00  7.76869E-01  2.31356E+00  6.48927E-02  1.84472E-01 -1.53253E-02  1.33890E-01  3.80775E-02 -6.61554E-04  2.35862E-01 -3.62320E-02  1.95158E-02 -1.94717E-02  1.12731E-01   -2266.56406306765
        -9842  1.66779E+00  1.54632E+00  8.35755E-01  2.26298E+00  6.12337E-02  1.94857E-01 -3.71359E-03  1.70421E-01  1.23002E-03 -1.97273E-03  1.62329E-01 -4.21907E-02  2.28240E-02 -8.46415E-03  1.07506E-01   -2301.27809686984
        -9841  1.61054E+00  1.42202E+00  8.36238E-01  2.32265E+00  5.82839E-02  1.73416E-01  2.39034E-02  1.28308E-01  9.24112E-03 -6.54364E-03  1.62222E-01 -3.14694E-02  1.96756E-02 -1.96018E-02  9.66808E-02   -2322.43579076091
        -9840  1.58825E+00  1.52922E+00  7.72393E-01  2.34927E+00  5.58060E-02  1.77587E-01 -9.43611E-03  1.23967E-01  1.05346E-02 -2.16741E-02  1.17762E-01 -5.01818E-02  1.90991E-02 -7.15416E-03  9.42314E-02   -2369.07709086450
        -9839  1.69523E+00  1.62434E+00  7.14423E-01  2.33542E+00  5.58998E-02  1.54866E-01  1.29949E-02  1.35091E-01  3.28144E-02 -2.43611E-02  1.28070E-01 -3.44288E-02  3.54845E-02 -2.36002E-02  1.14464E-01   -2347.92869159356
        -9838  1.61832E+00  1.61570E+00  6.67720E-01  2.35016E+00  5.90016E-02  1.72339E-01  1.46198E-03  1.73654E-01  1.35939E-02 -5.66992E-02  1.63279E-01 -5.56261E-02  1.93603E-02 -1.69634E-02  1.35172E-01   -2327.98699879938
        -9837  1.55135E+00  1.58219E+00  6.52780E-01  2.44489E+00  6.18327E-02  1.63018E-01 -1.09289E-02  1.26496E-01 -9.84116E-03 -2.43276E-02  1.53473E-01 -2.86986E-02  2.77814E-02  5.26340E-03  1.47820E-01   -2316.39311341594
        -9836  1.54998E+00  1.61945E+00  6.85294E-01  2.37733E+00  5.64586E-02  1.94939E-01 -7.58987E-03  1.28402E-01 -2.35957E-02 -5.26390E-03  1.33702E-01 -4.17823E-02  2.62155E-02  1.53212E-02  1.67435E-01   -2321.38425379225
        -9835  1.63368E+00  1.50859E+00  7.06530E-01  2.33511E+00  6.15901E-02  1.85323E-01 -2.71323E-02  1.59806E-01 -4.12978E-03 -2.38338E-02  1.35278E-01 -9.07136E-02  4.43027E-02  2.28328E-02  2.08481E-01   -2302.24834475134
        -9834  1.59126E+00  1.52198E+00  6.98126E-01  2.31185E+00  5.91437E-02  9.32419E-02 -6.70369E-03  1.48836E-01  2.66241E-03  9.53866E-03  1.26841E-01 -2.69521E-02  3.45735E-02 -5.91285E-03  1.61994E-01   -2288.64817673318
        -9833  1.61610E+00  1.51702E+00  6.61744E-01  2.32389E+00  6.53543E-02  1.62732E-01 -1.31729E-02  1.16949E-01 -3.65208E-03 -9.74082E-03  1.69400E-01 -4.93827E-02  1.71926E-02  2.85147E-02  1.43316E-01   -2249.80420025422
        -9832  1.61893E+00  1.59911E+00  6.72263E-01  2.31458E+00  7.11082E-02  1.73147E-01  6.07544E-03  1.13451E-01 -1.81935E-03 -1.48185E-02  1.53001E-01  1.43221E-02  7.39848E-03  6.78982E-03  1.10812E-01   -2305.26940700338
        -9831  1.61920E+00  1.56485E+00  6.92667E-01  2.30650E+00  5.91814E-02  2.12562E-01  5.12489E-02  1.37939E-01 -1.55739E-02 -4.03729E-02  1.65458E-01 -4.84985E-03 -1.67902E-02  2.46597E-02  1.37821E-01   -2280.03588845433
        -9830  1.60740E+00  1.48340E+00  7.73465E-01  2.41909E+00  6.89272E-02  1.73132E-01  2.23036E-02  1.64361E-01 -2.33837E-02 -3.40595E-02  1.36761E-01 -8.28819E-04  2.48397E-02  3.18239E-02  1.50575E-01   -2264.72564252423
        -9829  1.55924E+00  1.56683E+00  7.97324E-01  2.40136E+00  6.88231E-02  2.31818E-01 -4.23852E-03  1.18264E-01 -5.81691E-02 -9.21568E-03  1.48918E-01 -1.71903E-02 -9.81399E-03  1.63147E-02  1.48701E-01   -2243.72756448855
        -9828  1.63478E+00  1.53784E+00  7.99330E-01  2.37231E+00  7.23891E-02  2.00692E-01  7.44316E-03  1.36421E-01 -4.45936E-02  4.36448E-03  1.85999E-01 -4.46699E-02  1.28752E-02  5.28023E-02  1.75673E-01   -2220.87769703561
        -9827  1.66213E+00  1.52886E+00  8.30408E-01  2.32711E+00  6.53564E-02  1.62094E-01  2.55427E-02  1.96620E-01 -9.31357E-03 -3.59897E-04  1.45693E-01 -4.94950E-02 -4.32363E-02  1.05856E-02  1.83698E-01   -2290.78191639089
        -9826  1.70588E+00  1.57839E+00  7.54382E-01  2.24150E+00  6.91029E-02  2.10597E-01  1.28865E-03  1.42062E-01 -4.72683E-02  5.52959E-03  1.66726E-01 -3.36851E-02  6.74361E-03  2.10287E-02  1.39419E-01   -2308.93870926075
        -9825  1.66039E+00  1.55594E+00  7.52974E-01  2.35903E+00  5.79642E-02  1.38726E-01  1.22684E-03  1.31682E-01 -3.06777E-02  1.24210E-02  1.83756E-01 -4.24604E-02 -3.90032E-04  6.47490E-03  1.97983E-01   -2335.24668997556
        -9824  1.64968E+00  1.55307E+00  8.29673E-01  2.40810E+00  6.12209E-02  1.47735E-01 -2.33972E-02  1.29702E-01 -4.93247E-02  1.13835E-02  1.76607E-01 -5.10547E-02  8.23647E-03  3.32329E-02  1.26343E-01   -2319.35563917185
        -9823  1.65587E+00  1.53312E+00  9.03808E-01  2.35529E+00  6.40752E-02  1.66205E-01  1.56404E-03  1.15613E-01  1.60810E-02  2.41875E-02  1.83609E-01 -4.46616E-02  4.09087E-03 -2.49801E-03  1.51219E-01   -2344.67211597212
        -9822  1.64325E+00  1.49108E+00  7.94622E-01  2.37820E+00  6.23772E-02  1.62634E-01 -1.13375E-02  9.62936E-02 -1.91994E-02  2.21107E-02  1.95807E-01 -1.97435E-02  2.49425E-03  1.38557E-02  1.26502E-01   -2325.84193868837
        -9821  1.64254E+00  1.50934E+00  7.59575E-01  2.34899E+00  5.80066E-02  2.54224E-01 -6.10077E-02  1.23618E-01  3.10199E-02  8.94344E-03  2.14429E-01 -4.84798E-03 -2.25158E-03  6.95216E-03  1.30502E-01   -2342.75475302317
        -9820  1.61524E+00  1.52684E+00  7.54875E-01  2.31891E+00  5.76299E-02  1.11969E-01 -1.21802E-02  1.02596E-01  3.20642E-02  2.94841E-02  1.99040E-01 -2.03101E-02  1.48950E-02  9.96084E-03  1.38895E-01   -2334.96734319524
        -9819  1.60333E+00  1.60533E+00  7.09869E-01  2.39785E+00  5.85209E-02  1.70393E-01 -1.64526E-02  1.07446E-01  3.46299E-02  1.82238E-02  1.50237E-01 -3.91394E-02  2.16984E-02  3.35032E-02  1.90460E-01   -2367.03320457634
        -9818  1.58210E+00  1.55398E+00  5.72415E-01  2.33758E+00  5.93194E-02  1.20597E-01 -9.62510E-03  9.39870E-02  9.65341E-03  6.37263E-03  1.23803E-01 -3.99138E-02 -1.10710E-02  1.07452E-02  1.77664E-01   -2290.82659296247
