TABLE NO.     5: MCMC Bayesian Analysis: Goal Function=AVERAGE VALUE OF LIKELIHOOD FUNCTION: Problem=1 Subproblem=0 Superproblem1=0 Iteration1=0 Superproblem2=0 Iteration2=0
 ITERATION    THETA1       THETA2       THETA3       THETA4       THETA5       THETA6       THETA7       THETA8       THETA9       THETA10      THETA11      SIGMA(1,1)   OMEGA(1,1)   OMEGA(2,1)   OMEGA(2,2)   OMEGA(3,1)   OMEGA(3,2)   OMEGA(3,3)   OMEGA(4,1)   OMEGA(4,2)   OMEGA(4,3)   OMEGA(4,4)   MCMCOBJ
         2691  3.34671E+00  3.22861E+00 -6.24010E-01 -2.01216E-01  6.95317E-01  1.17482E+00  3.45486E-01  1.82414E-01  6.88642E-01  2.30137E+00  1.04341E-01  1.00000E+00  1.14983E-02 -2.09714E-04  7.15844E-03  9.49553E-04 -1.93439E-03  1.10115E-02 -2.10169E-03  1.24391E-04  2.29114E-03  9.37575E-03   -19151.9032821324
         2692  3.29609E+00  3.26839E+00 -6.13154E-01 -2.11502E-01  7.17967E-01  1.16625E+00  3.40237E-01  1.85040E-01  6.90172E-01  2.29817E+00  1.04261E-01  1.00000E+00  1.06989E-02  3.58416E-04  7.26638E-03  6.60762E-04 -1.06663E-03  1.09845E-02 -1.92701E-03 -1.38008E-04  3.15653E-03  9.44371E-03   -19142.5129257696
         2693  3.27793E+00  3.25775E+00 -6.10231E-01 -2.07834E-01  7.28663E-01  1.16877E+00  3.32692E-01  1.82474E-01  6.92761E-01  2.29162E+00  1.04294E-01  1.00000E+00  1.01415E-02  2.56471E-04  7.66251E-03  4.78893E-04 -6.10065E-04  9.26895E-03 -6.38135E-04 -1.63071E-04  2.09799E-03  9.65428E-03   -19067.1681558066
         2694  3.27094E+00  3.26036E+00 -6.04655E-01 -2.05912E-01  7.73525E-01  1.16770E+00  3.19465E-01  1.83268E-01  6.90481E-01  2.29562E+00  1.00979E-01  1.00000E+00  1.13798E-02 -1.53668E-04  6.40512E-03  1.61987E-04  5.03720E-05  9.56105E-03 -2.14881E-03  2.99370E-04  1.92779E-03  1.06871E-02   -19156.3266401339
         2695  3.29449E+00  3.27086E+00 -6.08331E-01 -2.13016E-01  6.96894E-01  1.18007E+00  3.41959E-01  1.86077E-01  6.96174E-01  2.30673E+00  1.03199E-01  1.00000E+00  9.64430E-03  1.32270E-03  5.64840E-03 -6.47625E-04 -1.48549E-03  9.65302E-03 -9.44595E-04 -4.45608E-04  3.04792E-03  9.70077E-03   -19118.6493234706
         2696  3.28702E+00  3.26053E+00 -6.06434E-01 -2.11122E-01  7.64336E-01  1.13581E+00  3.23866E-01  1.95161E-01  6.98557E-01  2.28987E+00  1.07279E-01  1.00000E+00  1.00690E-02  4.81411E-04  7.13839E-03 -8.75769E-05 -2.01423E-03  1.05602E-02 -2.26528E-03 -3.11913E-04  3.24766E-03  1.10751E-02   -19017.7770993438
         2697  3.32816E+00  3.30346E+00 -6.22770E-01 -2.22000E-01  7.05706E-01  1.14370E+00  3.39090E-01  1.89378E-01  6.98172E-01  2.30608E+00  1.05953E-01  1.00000E+00  1.04671E-02  1.47843E-03  6.86003E-03 -5.85650E-04 -1.40553E-03  9.97616E-03 -7.27522E-04  2.46555E-05  2.70326E-03  1.11786E-02   -19136.5353587874
         2698  3.31306E+00  3.28561E+00 -6.17037E-01 -2.19905E-01  7.83064E-01  1.18230E+00  3.19840E-01  1.76961E-01  7.02636E-01  2.31283E+00  1.01589E-01  1.00000E+00  9.48288E-03  1.40449E-04  6.25087E-03  1.28602E-04 -9.25051E-04  1.02167E-02 -1.28443E-03 -5.27848E-04  3.30319E-03  1.12904E-02   -19111.0033058240
         2699  3.31256E+00  3.26153E+00 -6.18548E-01 -2.08994E-01  8.02074E-01  1.19915E+00  3.09970E-01  1.73953E-01  7.06509E-01  2.30448E+00  1.02698E-01  1.00000E+00  9.54408E-03  1.11264E-04  6.57985E-03  8.44369E-04 -9.69132E-04  1.08529E-02 -1.21940E-03  6.05400E-04  2.72383E-03  1.26487E-02   -19025.3385316154
         2700  3.25653E+00  3.25617E+00 -6.02259E-01 -2.05468E-01  7.94762E-01  1.18765E+00  3.12953E-01  1.76565E-01  7.07213E-01  2.30678E+00  9.99508E-02  1.00000E+00  9.08118E-03  2.96757E-04  7.43662E-03  8.01193E-04 -4.07537E-04  9.33828E-03 -6.97888E-04  5.26501E-04  3.52497E-03  1.35135E-02   -19077.5832013399
         2701  3.30993E+00  3.24518E+00 -6.13219E-01 -2.05669E-01  7.78649E-01  1.19829E+00  3.22121E-01  1.75410E-01  6.98105E-01  2.29331E+00  9.99508E-02  1.00000E+00  1.03496E-02 -2.96377E-04  7.37505E-03  1.81748E-04 -7.51833E-04  9.68981E-03 -1.37242E-03 -9.72892E-05  3.50777E-03  1.22377E-02   -19002.2573085196
         2702  3.24574E+00  3.28764E+00 -5.96525E-01 -2.17455E-01  7.74867E-01  1.19180E+00  3.22760E-01  1.73218E-01  6.90685E-01  2.29852E+00  1.00266E-01  1.00000E+00  1.25269E-02  4.33759E-04  7.76007E-03  2.02092E-03 -5.47247E-04  1.13633E-02 -9.70449E-04 -4.99669E-04  3.64276E-03  1.02764E-02   -19077.0939684512
         2703  3.28425E+00  3.24999E+00 -6.10792E-01 -2.10588E-01  7.08146E-01  1.19437E+00  3.42397E-01  1.77172E-01  7.00764E-01  2.30128E+00  1.00383E-01  1.00000E+00  1.13716E-02  6.07986E-04  8.23391E-03  2.10213E-03 -1.13938E-03  1.13924E-02 -6.75532E-04 -2.52325E-04  2.26344E-03  1.18900E-02   -18986.3072600584
         2704  3.28930E+00  3.25142E+00 -6.07205E-01 -2.07724E-01  7.83482E-01  1.16360E+00  3.20352E-01  1.85762E-01  6.90722E-01  2.30225E+00  1.00246E-01  1.00000E+00  1.04614E-02  8.87855E-04  9.78680E-03  1.28850E-03 -2.30997E-03  9.76105E-03 -3.81333E-04 -5.06255E-04  2.03485E-03  1.18349E-02   -19081.2583357709
         2705  3.33764E+00  3.21786E+00 -6.24938E-01 -1.96922E-01  7.10325E-01  1.16163E+00  3.41979E-01  1.84609E-01  6.98681E-01  2.30265E+00  9.97575E-02  1.00000E+00  1.13383E-02 -2.43839E-04  8.74219E-03  1.12142E-03 -1.05288E-03  8.29030E-03 -7.79712E-04 -5.99813E-05  2.33307E-03  1.16883E-02   -19109.1671962037
         2706  3.30398E+00  3.28602E+00 -6.08741E-01 -2.15486E-01  6.96573E-01  1.14686E+00  3.47190E-01  1.90430E-01  6.92370E-01  2.29267E+00  9.98219E-02  1.00000E+00  9.60679E-03  1.46846E-03  9.50232E-03  7.74046E-04 -1.11121E-03  7.19566E-03 -2.90221E-04 -6.82123E-04  1.48601E-03  1.03937E-02   -19255.3881036709
         2707  3.30783E+00  3.29073E+00 -6.17627E-01 -2.21049E-01  7.25989E-01  1.14069E+00  3.36396E-01  1.91680E-01  6.80526E-01  2.29799E+00  9.84645E-02  1.00000E+00  1.00408E-02 -4.47716E-04  8.65206E-03 -8.28904E-05 -5.83187E-04  7.02783E-03 -1.53679E-03  3.96609E-04  1.41279E-03  1.14996E-02   -19270.0707636013
         2708  3.25941E+00  3.27873E+00 -6.00757E-01 -2.15827E-01  7.51050E-01  1.15739E+00  3.27946E-01  1.86826E-01  6.79711E-01  2.29739E+00  9.88222E-02  1.00000E+00  1.18536E-02 -2.08265E-04  8.86513E-03  9.24836E-04 -1.38836E-03  6.63179E-03 -9.67889E-04  1.03950E-04  9.75699E-04  1.22221E-02   -19171.5710643197
         2709  3.32794E+00  3.30966E+00 -6.14981E-01 -2.28559E-01  7.45961E-01  1.21917E+00  3.33043E-01  1.68224E-01  6.92526E-01  2.30077E+00  9.81147E-02  1.00000E+00  1.02629E-02  2.65248E-04  8.81589E-03  2.54409E-05 -8.73359E-04  7.98476E-03 -1.45346E-03  8.54594E-04  2.06347E-03  1.20131E-02   -19245.6495534970
         2710  3.29564E+00  3.25187E+00 -6.12693E-01 -2.09315E-01  7.87402E-01  1.20549E+00  3.20490E-01  1.71846E-01  6.99666E-01  2.30447E+00  9.72964E-02  1.00000E+00  1.01669E-02  1.29913E-03  9.88553E-03 -2.78497E-04 -1.58212E-03  7.59162E-03 -1.32830E-03  1.73865E-03  2.45710E-03  1.22753E-02   -19222.5798093534
         2711  3.33754E+00  3.28887E+00 -6.22690E-01 -2.19138E-01  7.44938E-01  1.14419E+00  3.30557E-01  1.87133E-01  7.03733E-01  2.30069E+00  9.48916E-02  1.00000E+00  1.00714E-02  6.07086E-04  8.42470E-03  1.03634E-04 -6.01219E-04  8.71082E-03  1.58593E-04  1.00446E-03  2.49441E-03  1.14130E-02   -19219.9220093864
         2712  3.32010E+00  3.27738E+00 -6.17936E-01 -2.15979E-01  7.38132E-01  1.15184E+00  3.33496E-01  1.84413E-01  7.05151E-01  2.30458E+00  9.60040E-02  1.00000E+00  1.32247E-02  5.07191E-04  7.98253E-03  2.45279E-03 -1.77467E-03  1.05735E-02  8.94540E-04  1.26797E-03  1.93832E-03  1.01485E-02   -19330.1074114363
         2713  3.26507E+00  3.24902E+00 -6.01976E-01 -2.08238E-01  7.67747E-01  1.13755E+00  3.27367E-01  1.88203E-01  7.04489E-01  2.30353E+00  9.60040E-02  1.00000E+00  1.26040E-02  3.20881E-04  7.40025E-03  2.47748E-03 -9.01552E-04  1.15541E-02 -4.80074E-06  5.99410E-04  1.71789E-03  9.86522E-03   -19170.9103500645
         2714  3.28187E+00  3.23193E+00 -6.04523E-01 -2.03351E-01  7.40003E-01  1.16523E+00  3.36491E-01  1.83307E-01  7.06342E-01  2.30528E+00  9.99450E-02  1.00000E+00  1.03652E-02  3.49854E-05  7.48156E-03  2.18563E-03 -1.21610E-03  1.15159E-02 -1.51896E-04  2.52151E-05  2.53375E-03  8.47261E-03   -19088.8564006442
         2715  3.29429E+00  3.23176E+00 -6.11198E-01 -2.06313E-01  7.83198E-01  1.13263E+00  3.26215E-01  1.88183E-01  7.02741E-01  2.30833E+00  1.01178E-01  1.00000E+00  9.70743E-03 -1.73775E-04  7.48709E-03  2.07404E-03 -1.55656E-03  9.92172E-03  1.68290E-05 -2.22796E-04  1.76695E-03  8.49012E-03   -19175.4748676350
         2716  3.29393E+00  3.21042E+00 -6.10727E-01 -1.96582E-01  7.49370E-01  1.14567E+00  3.29588E-01  1.88054E-01  7.03556E-01  2.30624E+00  1.00799E-01  1.00000E+00  1.03098E-02  3.34373E-04  8.94364E-03  2.12900E-03 -1.08041E-03  8.27865E-03 -3.98541E-04 -3.49495E-04  8.63020E-04  8.66377E-03   -19174.5807742646
         2717  3.36181E+00  3.22248E+00 -6.30115E-01 -1.99939E-01  6.92315E-01  1.19244E+00  3.47124E-01  1.74011E-01  6.84138E-01  2.29513E+00  1.01680E-01  1.00000E+00  1.05145E-02 -1.59600E-04  7.88399E-03  2.40408E-03 -6.77722E-04  8.57189E-03  5.57723E-04 -4.25841E-04  1.05249E-03  9.99020E-03   -19200.3066400309
         2718  3.31461E+00  3.29446E+00 -6.14018E-01 -2.19482E-01  7.12920E-01  1.14296E+00  3.40813E-01  1.86593E-01  6.95456E-01  2.30120E+00  1.03137E-01  1.00000E+00  9.41018E-03 -3.90673E-04  7.62233E-03  1.98581E-03 -5.81632E-04  8.98634E-03  3.91584E-04 -3.83143E-04  1.38986E-03  9.15726E-03   -19119.5345057905
         2719  3.33885E+00  3.29721E+00 -6.24095E-01 -2.19677E-01  8.11251E-01  1.12452E+00  3.11920E-01  1.97445E-01  6.93483E-01  2.30945E+00  1.03137E-01  1.00000E+00  1.01573E-02 -7.55603E-04  9.15707E-03  2.09907E-03 -1.01713E-03  9.34939E-03  3.59596E-04  4.33476E-04  1.36314E-03  8.45134E-03   -19137.6520665459
         2720  3.30296E+00  3.26906E+00 -6.10390E-01 -2.09651E-01  7.69447E-01  1.12877E+00  3.21777E-01  1.94697E-01  7.03459E-01  2.30337E+00  1.01904E-01  1.00000E+00  9.49502E-03 -7.77875E-05  8.79711E-03  1.75338E-03 -1.07065E-03  9.26939E-03  5.47719E-04 -5.45632E-04  1.41582E-03  8.75296E-03   -19081.1784822829
         2721  3.26968E+00  3.28723E+00 -6.01716E-01 -2.16784E-01  7.52298E-01  1.12150E+00  3.30045E-01  1.99516E-01  7.08110E-01  2.29806E+00  1.01904E-01  1.00000E+00  1.31840E-02  5.76611E-04  8.57369E-03  1.50741E-03 -1.15710E-03  1.00153E-02  5.15958E-04  1.79878E-04  1.07767E-03  9.00799E-03   -19110.1104030267
         2722  3.33431E+00  3.21740E+00 -6.21370E-01 -1.93368E-01  6.72358E-01  1.09654E+00  3.50671E-01  2.07335E-01  7.16103E-01  2.30259E+00  1.04946E-01  1.00000E+00  1.27638E-02  9.73255E-04  9.18644E-03  3.45533E-03 -1.10208E-03  8.88564E-03  7.99455E-04  1.78002E-03  1.17231E-03  8.35888E-03   -19137.5167854737
         2723  3.28026E+00  3.18438E+00 -6.06853E-01 -1.84944E-01  7.07056E-01  1.07767E+00  3.44046E-01  2.10855E-01  7.02917E-01  2.30866E+00  1.04946E-01  1.00000E+00  1.14107E-02  7.24929E-04  8.51373E-03  2.23613E-03 -7.48679E-04  7.55823E-03  6.86175E-04  1.83864E-03  8.89324E-04  9.56594E-03   -19056.6827635111
         2724  3.27719E+00  3.20942E+00 -6.07096E-01 -1.94146E-01  6.78212E-01  1.08256E+00  3.54367E-01  2.06273E-01  7.03608E-01  2.30622E+00  1.03549E-01  1.00000E+00  1.10545E-02  9.94091E-04  8.21599E-03  2.15387E-03 -9.08331E-04  7.87173E-03  1.83901E-03  1.50831E-03  1.20701E-03  9.49121E-03   -19132.2799271651
         2725  3.27352E+00  3.27983E+00 -6.07163E-01 -2.13744E-01  7.30594E-01  1.10607E+00  3.36935E-01  2.00479E-01  6.90374E-01  2.30264E+00  1.00139E-01  1.00000E+00  1.17858E-02 -2.83931E-04  8.50505E-03  1.75367E-03 -6.22200E-04  8.53642E-03  1.06026E-03  1.70218E-03  4.97367E-04  1.04719E-02   -19186.9646190240
         2726  3.33606E+00  3.22562E+00 -6.22451E-01 -1.98099E-01  7.14328E-01  1.12913E+00  3.36338E-01  1.93949E-01  7.01653E-01  2.29368E+00  9.91887E-02  1.00000E+00  1.12649E-02  1.38104E-04  9.67793E-03  3.34778E-03  5.89150E-04  1.00484E-02  2.15774E-03  2.27978E-03  2.09532E-03  1.08897E-02   -19112.6082615215
         2727  3.33057E+00  3.23369E+00 -6.20513E-01 -2.02350E-01  7.20444E-01  1.15679E+00  3.39950E-01  1.88333E-01  6.99048E-01  2.31371E+00  9.91887E-02  1.00000E+00  1.01281E-02 -5.67150E-04  1.04110E-02  2.54710E-03  2.23597E-04  8.84005E-03  3.57557E-04  2.41745E-03  1.72204E-03  1.02619E-02   -19100.8722358128
         2728  3.28072E+00  3.24160E+00 -6.08059E-01 -2.04974E-01  7.21228E-01  1.12229E+00  3.40901E-01  1.98926E-01  7.02070E-01  2.31516E+00  9.81317E-02  1.00000E+00  1.07309E-02 -3.93653E-04  9.64440E-03  2.64166E-03  9.96779E-04  8.20123E-03  1.36659E-03  1.76233E-03  1.72560E-03  1.00427E-02   -19123.3860176558
         2729  3.31182E+00  3.28179E+00 -6.15003E-01 -2.12164E-01  7.55496E-01  1.08354E+00  3.29099E-01  2.08006E-01  7.09288E-01  2.31234E+00  9.92928E-02  1.00000E+00  1.11610E-02  5.70189E-04  8.57321E-03  1.65197E-03  1.02722E-03  8.64580E-03  4.64019E-04  1.68769E-03  3.17204E-03  1.14776E-02   -19121.0029385385
         2730  3.26600E+00  3.24798E+00 -5.99528E-01 -2.06019E-01  6.90298E-01  1.12747E+00  3.49261E-01  1.92914E-01  6.99052E-01  2.31448E+00  9.91581E-02  1.00000E+00  1.06693E-02  1.39919E-03  9.06437E-03  1.89701E-03  3.55992E-05  7.58786E-03  5.87102E-04  1.26274E-03  3.61024E-03  1.44618E-02   -19148.0413781398
         2731  3.32318E+00  3.31053E+00 -6.19867E-01 -2.24097E-01  7.28946E-01  1.18813E+00  3.38598E-01  1.78397E-01  7.01037E-01  2.30435E+00  9.89916E-02  1.00000E+00  1.02381E-02  2.21420E-04  7.90845E-03  1.44728E-03 -5.25205E-04  7.21185E-03  2.24776E-04  5.26283E-04  4.09480E-03  1.53005E-02   -19212.5454758294
         2732  3.27242E+00  3.29289E+00 -6.05599E-01 -2.17780E-01  7.66078E-01  1.17442E+00  3.27012E-01  1.84493E-01  7.04507E-01  2.30244E+00  9.81612E-02  1.00000E+00  1.12512E-02  1.54458E-03  8.02912E-03  2.01817E-03 -1.09275E-04  5.74485E-03  7.35677E-04  9.74133E-04  1.92717E-03  1.42589E-02   -19238.6629810644
         2733  3.30706E+00  3.24144E+00 -6.15323E-01 -2.07326E-01  7.65406E-01  1.17059E+00  3.27280E-01  1.83602E-01  6.99339E-01  2.30958E+00  9.57919E-02  1.00000E+00  1.06918E-02  8.43477E-04  8.44598E-03  2.06560E-03  3.93766E-05  6.75740E-03  3.53973E-04  1.46264E-03  2.56146E-03  1.39562E-02   -19173.3100236838
         2734  3.27516E+00  3.24877E+00 -6.02236E-01 -2.07735E-01  7.46015E-01  1.19211E+00  3.34886E-01  1.79310E-01  6.97984E-01  2.30881E+00  9.96866E-02  1.00000E+00  1.21053E-02  6.97443E-04  8.46627E-03  1.11849E-03 -5.91322E-04  7.35531E-03 -6.98519E-04  8.46818E-04  2.87795E-03  1.24575E-02   -19064.5592536977
         2735  3.32058E+00  3.27167E+00 -6.14668E-01 -2.14045E-01  7.49223E-01  1.15587E+00  3.36705E-01  1.91149E-01  6.88397E-01  2.30066E+00  9.96866E-02  1.00000E+00  1.12325E-02  1.25594E-03  8.08583E-03  1.09278E-03 -3.07327E-04  7.99290E-03 -1.19759E-04  2.57181E-04  2.77438E-03  1.28077E-02   -19085.2061008102
         2736  3.32622E+00  3.21556E+00 -6.16305E-01 -1.96729E-01  7.60303E-01  1.20352E+00  3.31902E-01  1.76878E-01  6.97148E-01  2.30297E+00  1.01622E-01  1.00000E+00  1.29171E-02  1.41406E-03  7.48459E-03  6.10647E-04 -4.46743E-05  8.12168E-03  3.23030E-05  9.69549E-04  4.29992E-03  1.43391E-02   -19096.4265667952
         2737  3.29232E+00  3.29460E+00 -6.05591E-01 -2.15845E-01  7.28776E-01  1.22296E+00  3.38189E-01  1.71282E-01  7.02852E-01  2.31463E+00  9.86101E-02  1.00000E+00  1.11131E-02  1.37213E-03  9.11598E-03  1.42260E-04 -9.86262E-05  8.28918E-03  7.33118E-04  1.90467E-03  4.22537E-03  1.33941E-02   -19154.3666781061
         2738  3.34765E+00  3.28896E+00 -6.30252E-01 -2.18691E-01  7.16697E-01  1.19930E+00  3.36598E-01  1.75082E-01  7.06633E-01  2.30963E+00  9.83853E-02  1.00000E+00  1.13859E-02  1.83365E-03  8.90047E-03  6.92036E-04  1.12425E-03  8.45780E-03  4.32310E-04  2.40168E-03  3.70790E-03  1.33189E-02   -19125.9219597533
         2739  3.25612E+00  3.22666E+00 -6.02433E-01 -2.01814E-01  7.19290E-01  1.16977E+00  3.34346E-01  1.78573E-01  7.00942E-01  2.29104E+00  1.00772E-01  1.00000E+00  1.16548E-02  4.35963E-04  8.91283E-03  2.14269E-03  3.57783E-04  8.96433E-03 -7.06686E-04  1.44287E-03  2.15951E-03  1.19889E-02   -19182.1493865837
         2740  3.32043E+00  3.26957E+00 -6.21777E-01 -2.16645E-01  7.41142E-01  1.13653E+00  3.29791E-01  1.91825E-01  7.06921E-01  2.31130E+00  1.00676E-01  1.00000E+00  1.04042E-02 -3.67898E-04  7.63873E-03  2.17410E-03  3.08841E-04  9.90300E-03 -7.78897E-04  1.41489E-03  3.02439E-03  1.19885E-02   -19092.5152455412
         2741  3.25086E+00  3.22443E+00 -6.00097E-01 -1.98352E-01  7.57209E-01  1.09807E+00  3.27126E-01  2.03155E-01  7.05209E-01  2.31114E+00  1.00520E-01  1.00000E+00  9.60002E-03 -4.65096E-04  8.75322E-03  1.19340E-03  4.14570E-04  1.10271E-02 -1.46539E-03  1.37921E-03  3.68157E-03  1.13472E-02   -19030.2950376522
         2742  3.28257E+00  3.20360E+00 -6.06214E-01 -1.94509E-01  7.28231E-01  1.10384E+00  3.33919E-01  2.04718E-01  7.04332E-01  2.30987E+00  1.03739E-01  1.00000E+00  8.45697E-03  8.76842E-05  8.48387E-03  3.51323E-04  7.10911E-04  1.09076E-02 -1.15702E-03  1.04879E-03  2.35505E-03  1.06093E-02   -18977.3045872061
         2743  3.25318E+00  3.22927E+00 -5.99249E-01 -2.02163E-01  6.97559E-01  1.13155E+00  3.40955E-01  1.95941E-01  6.98277E-01  2.30913E+00  1.03739E-01  1.00000E+00  1.11458E-02  8.66977E-05  7.85275E-03  2.72788E-03 -3.59509E-05  1.07624E-02 -6.19993E-04  2.02105E-05  2.76873E-03  9.92551E-03   -19026.7997693494
         2744  3.27833E+00  3.27405E+00 -6.08287E-01 -2.16436E-01  6.21787E-01  1.14552E+00  3.61174E-01  1.93823E-01  7.04405E-01  2.31220E+00  1.02869E-01  1.00000E+00  1.03801E-02  6.20249E-06  8.18610E-03  1.14274E-03 -9.60558E-05  9.82596E-03 -5.92986E-04 -4.16225E-04  3.37632E-03  1.09472E-02   -19063.8137035663
         2745  3.29320E+00  3.23986E+00 -6.09488E-01 -2.01500E-01  7.30920E-01  1.17696E+00  3.30911E-01  1.83209E-01  7.02974E-01  2.30503E+00  1.02595E-01  1.00000E+00  1.01823E-02 -4.23021E-04  7.28416E-03  1.47328E-03 -8.20911E-05  1.03730E-02 -3.78123E-04  4.97387E-04  2.85279E-03  1.05826E-02   -18988.9681236949
         2746  3.28045E+00  3.29126E+00 -6.07220E-01 -2.15829E-01  7.43574E-01  1.18817E+00  3.31006E-01  1.81638E-01  7.01633E-01  2.30490E+00  1.03188E-01  1.00000E+00  1.11800E-02  2.90279E-04  7.42080E-03  2.06013E-03  4.83234E-04  1.04793E-02 -7.76355E-04  6.45482E-04  3.61025E-03  1.14348E-02   -19113.7119637025
         2747  3.26778E+00  3.24131E+00 -6.03998E-01 -2.02599E-01  7.39495E-01  1.18708E+00  3.30981E-01  1.83326E-01  6.99177E-01  2.30163E+00  1.03188E-01  1.00000E+00  9.88115E-03 -6.22188E-05  7.80116E-03  3.49301E-04  6.48505E-04  9.16465E-03 -2.09023E-04  4.67854E-04  4.28155E-03  1.19802E-02   -19017.8852950931
         2748  3.27947E+00  3.28391E+00 -6.10257E-01 -2.16649E-01  7.04111E-01  1.12109E+00  3.43893E-01  1.97711E-01  6.96824E-01  2.31135E+00  1.05258E-01  1.00000E+00  9.13358E-03  2.26232E-05  7.45938E-03  9.04292E-04  4.49971E-05  1.01552E-02 -7.87020E-04 -6.26147E-04  3.88493E-03  1.00705E-02   -18957.1467706788
         2749  3.29060E+00  3.25229E+00 -6.09538E-01 -2.09373E-01  7.24399E-01  1.09706E+00  3.34020E-01  2.08464E-01  7.11460E-01  2.31450E+00  1.06247E-01  1.00000E+00  9.96810E-03  4.28030E-04  9.17815E-03  1.00646E-03  1.39325E-03  1.01996E-02 -1.92619E-03  2.65218E-04  3.20343E-03  1.02578E-02   -18903.3403613391
         2750  3.29717E+00  3.24539E+00 -6.11104E-01 -2.04696E-01  6.80279E-01  1.12282E+00  3.51366E-01  2.02383E-01  7.09255E-01  2.30373E+00  1.06030E-01  1.00000E+00  8.91970E-03 -9.80192E-04  1.09347E-02  9.82148E-04  1.90888E-03  1.02428E-02 -6.62161E-04  1.15606E-03  2.90729E-03  1.07853E-02   -18872.2203600559
         2751  3.28192E+00  3.21103E+00 -6.06263E-01 -1.92241E-01  7.57567E-01  1.14912E+00  3.22366E-01  1.93943E-01  7.01451E-01  2.30487E+00  1.05091E-01  1.00000E+00  9.94027E-03 -1.30224E-03  1.00797E-02  1.38219E-03  1.18125E-03  1.03927E-02 -1.33808E-03  2.13253E-03  2.46759E-03  1.06640E-02   -18973.2789883337
         2752  3.30133E+00  3.28109E+00 -6.13437E-01 -2.13547E-01  7.64889E-01  1.11887E+00  3.23313E-01  2.00207E-01  7.06516E-01  2.30302E+00  9.94794E-02  1.00000E+00  8.99329E-03  1.97505E-04  9.79345E-03  1.43924E-03  9.70918E-04  9.78361E-03 -6.48356E-04  7.06213E-04  2.66007E-03  1.14482E-02   -19127.8542917404
         2753  3.35063E+00  3.22075E+00 -6.26183E-01 -1.98612E-01  7.73261E-01  1.16274E+00  3.17951E-01  1.86381E-01  7.05218E-01  2.30967E+00  9.94794E-02  1.00000E+00  9.76298E-03  8.21248E-04  1.00248E-02  9.49181E-04 -2.41594E-04  9.59034E-03 -1.52511E-03  1.22099E-04  1.93181E-03  1.09804E-02   -19059.7107254162
         2754  3.31242E+00  3.26055E+00 -6.17800E-01 -2.10014E-01  7.14202E-01  1.12955E+00  3.36478E-01  2.02293E-01  7.14517E-01  2.30761E+00  1.03568E-01  1.00000E+00  9.12608E-03 -9.50077E-06  9.28540E-03  9.19903E-04 -2.03268E-04  1.05935E-02 -1.06300E-03 -2.98838E-04  2.92204E-03  1.00206E-02   -18966.4200934127
         2755  3.29236E+00  3.29098E+00 -6.11880E-01 -2.16582E-01  7.11566E-01  1.14478E+00  3.39326E-01  1.95878E-01  7.03717E-01  2.30517E+00  1.07240E-01  1.00000E+00  9.70392E-03 -1.92803E-04  9.07999E-03  3.45119E-04  3.90070E-04  9.84427E-03 -1.10155E-03 -1.51254E-04  2.57175E-03  1.03539E-02   -18918.8742685430
         2756  3.27569E+00  3.29328E+00 -6.01457E-01 -2.16845E-01  7.16229E-01  1.12750E+00  3.39448E-01  1.99671E-01  7.02749E-01  2.31430E+00  1.03639E-01  1.00000E+00  1.01080E-02 -3.66530E-04  8.51085E-03  1.09017E-03  4.23883E-04  9.42236E-03 -2.35692E-03  1.23127E-04  2.14631E-03  1.03983E-02   -18950.5058705465
         2757  3.26394E+00  3.23943E+00 -5.98205E-01 -2.02333E-01  7.07672E-01  1.10738E+00  3.38662E-01  2.04523E-01  7.00335E-01  2.31252E+00  1.03639E-01  1.00000E+00  8.82744E-03 -6.08638E-04  1.02925E-02  6.54977E-04  1.32422E-03  1.01301E-02 -1.90248E-03  3.81279E-04  2.32037E-03  9.40708E-03   -19035.5334845506
         2758  3.26457E+00  3.24633E+00 -6.03168E-01 -2.01805E-01  7.65904E-01  1.08403E+00  3.29644E-01  2.10711E-01  7.16453E-01  2.31618E+00  1.05143E-01  1.00000E+00  9.53888E-03 -6.58579E-04  1.09806E-02  1.06834E-03  1.73026E-03  9.95262E-03 -1.43031E-03  1.03952E-03  1.67229E-03  9.53672E-03   -19018.9582748238
         2759  3.29839E+00  3.24975E+00 -6.12406E-01 -2.00392E-01  6.84690E-01  1.12071E+00  3.50070E-01  1.97928E-01  7.04685E-01  2.31010E+00  1.03722E-01  1.00000E+00  8.84203E-03 -5.02386E-04  1.05525E-02  7.08637E-04  2.91206E-03  1.04437E-02 -1.81562E-03  7.76515E-04  9.98713E-04  8.90492E-03   -19009.8611837617
         2760  3.23227E+00  3.27932E+00 -5.89314E-01 -2.11149E-01  6.67337E-01  1.14406E+00  3.53751E-01  1.91214E-01  7.10082E-01  2.31283E+00  1.03964E-01  1.00000E+00  9.89053E-03  1.62832E-04  9.27109E-03  1.20351E-03  1.34993E-03  1.01577E-02 -1.54019E-03  5.71830E-04  7.06981E-04  8.88358E-03   -19143.7068753354
